"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSEMBL"
346.227299607747,-3.14079839497291,0.310590983348526,-10.1123296018175,4.87119687592475e-24,6.90964636640736e-22,"ENSG00000154188"
1398.90783470521,-1.93912208747755,0.191988821543187,-10.1001822496283,5.51396202243354e-24,7.77888185751793e-22,"ENSG00000101335"
414.878775720647,-1.41405621586836,0.140124736219823,-10.09141036776,6.02968731304461e-24,8.46046612281146e-22,"ENSG00000170271"
111.221546480217,-3.49471501419387,0.34639002957516,-10.0889595999055,6.18212577551243e-24,8.62772155272859e-22,"ENSG00000122756"
225.568822104933,-3.87917762133867,0.384913280684977,-10.0780560609274,6.90792387359115e-24,9.58908491500957e-22,"ENSG00000172137"
61.2973574109171,-3.85017514433971,0.382299644635344,-10.0710926582529,7.41496792870619e-24,1.02381775262423e-21,"ENSG00000102683"
156.079442600263,-3.05855043446,0.303896780992569,-10.0644384072459,7.93388315036655e-24,1.08967057575246e-21,"ENSG00000007314"
686.395086475505,-2.50679064276208,0.249102400190467,-10.0632938134893,8.02669790173373e-24,1.09661591649055e-21,"ENSG00000169692"
1286.57279325574,-1.13219491329991,0.112580467554885,-10.0567615136964,8.57735363205234e-24,1.16571175696762e-21,"ENSG00000152104"
395.638649662889,-1.07241212233338,0.106652458120773,-10.055203051382,8.71416058335477e-24,1.17650237165131e-21,"ENSG00000124067"
277.320027297928,-3.83962561792664,0.381877560005744,-10.054598698779,8.76779221985691e-24,1.17650237165131e-21,"ENSG00000181234"
59.2915437046821,-2.7132190672785,0.269856074747682,-10.0543190284502,8.79272132291985e-24,1.17650237165131e-21,"ENSG00000220884"
751.167370644606,-2.83636067184074,0.28223276256809,-10.0497215349208,9.21273798600606e-24,1.22638078277305e-21,"ENSG00000198624"
316.944417768909,-0.839796233650719,0.0836156388705485,-10.0435306719461,9.80986922777245e-24,1.29920706844142e-21,"ENSG00000138336"
1831.13146701486,-5.18831385929395,0.516740949311225,-10.0404542473546,1.01207010642702e-23,1.3335693310981e-21,"ENSG00000174697"
2296.07316414603,-2.7493281103342,0.273846671915017,-10.0396623085031,1.02022821365229e-23,1.33752949343365e-21,"ENSG00000165124"
482.092022077831,0.831275496241173,0.0828677965606439,10.0313454772848,1.10993669085117e-23,1.44782596086004e-21,"ENSG00000092978"
1083.86109037206,-2.21255060499835,0.220596136033259,-10.0298701726342,1.12664644554204e-23,1.46227442166902e-21,"ENSG00000240583"
2149.63758509421,1.1120231071502,0.111159828449155,10.003821728268,1.46626707563208e-23,1.89360003727649e-21,"ENSG00000143742"
330.765199115602,-2.08167467500102,0.208748806583027,-9.97215126196695,2.01809543976257e-23,2.59335254580974e-21,"ENSG00000152465"
9081.58659633065,-4.76304829097396,0.47768333110854,-9.97114192768785,2.0387119669009e-23,2.60694015944895e-21,"ENSG00000170323"
501.606294032221,-1.81738670203997,0.182460705143279,-9.96042792124939,2.27083169279135e-23,2.88952201379794e-21,"ENSG00000162433"
329.301917146533,-2.94373818476066,0.295687486281849,-9.95557242471427,2.38446649968767e-23,3.01931616579964e-21,"ENSG00000229645"
489.693797684921,-1.82991343142005,0.183881808212085,-9.95157405298878,2.48225511999888e-23,3.1278824468413e-21,"ENSG00000139112"
1041.1490251079,-4.35278947837865,0.4374626078406,-9.9500835051134,2.51971692643822e-23,3.1597493708446e-21,"ENSG00000135917"
